segment_id,seq,lat,lng,place_id,source,seed_lat,seed_lng,seed,attempt
1757737014_000001,7,40.623064,-73.982436,ChIJaZ84mdhEwokRHFBl0X6VPrA,google_snap_interpolate,40.622904,-73.982514,684773150,1
1757737014_000001,8,40.623151,-73.98256,ChIJaZ84mdhEwokRHFBl0X6VPrA,google_snap_interpolate,40.622904,-73.982514,684773150,1
1757737014_000001,9,40.623219,-73.982489,ChIJS4mqnthEwokRr44bdszNOeI,google_snap_interpolate,40.622904,-73.982514,684773150,1
1757737014_000001,10,40.62354,-73.982151,ChIJO3lFhdhEwokRMn-tQ9brIYQ,google_snap_interpolate,40.622904,-73.982514,684773150,1
1757737014_000001,11,40.62461,-73.983922,ChIJPe6hgSdFwokRAq6wfXaTwyI,google_snap_interpolate,40.622904,-73.982514,684773150,1
1757737014_000002,0,40.794938,-73.966019,ChIJeZm70Sb2wokRdMk1wzqvLw0,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,1,40.79483,-73.966099,ChIJeZm70Sb2wokRdMk1wzqvLw0,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,2,40.79415,-73.966596,ChIJpzTsJif2wokR3v17GFGvQSo,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,3,40.794083,-73.966648,ChIJB6nTPCf2wokR-P3UehxNygM,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,4,40.793698,-73.966934,ChIJF-sGPif2wokRvtw2Ovbn6KY,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,5,40.793561,-73.967024,ChIJF-sGPif2wokRQDqJpGGVUlk,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,6,40.793614,-73.967185,ChIJZ46PEif2wokR0xELyS9X4ks,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,7,40.793965,-73.968016,ChIJZ46PEif2wokR0xELyS9X4ks,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,8,40.79424,-73.968669,ChIJ3YZQpyf2wokRr-2zt8ekoZQ,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,9,40.794712,-73.968329,ChIJUxSeACf2wokRhKQ3_mNHuKg,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,10,40.794917,-73.968175,ChIJUxSeACf2wokRhKQ3_mNHuKg,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,11,40.795253,-73.96794,ChIJUxSeACf2wokRhKQ3_mNHuKg,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,12,40.795281,-73.967943,ChIJUxSeACf2wokRhKQ3_mNHuKg,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000002,13,40.795299,-73.967964,ChIJUxSeACf2wokRhKQ3_mNHuKg,google_snap_interpolate,40.79496,-73.966071,1289912274,1
1757737014_000003,0,40.726115,-73.906879,ChIJDaHbYutewokRKkqryYBwfjo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,1,40.726127,-73.906883,ChIJDaHbYutewokRKkqryYBwfjo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,2,40.726482,-73.906841,ChIJDaHbYutewokRKkqryYBwfjo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,3,40.726462,-73.906558,ChIJDax2fetewokRk50dud7R-08,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,4,40.726459,-73.906548,ChIJDax2fetewokRk50dud7R-08,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,5,40.726437,-73.906492,ChIJDax2fetewokRk50dud7R-08,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,6,40.726402,-73.906527,ChIJTRtbnexewokRlzBwnXYT_Bc,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,7,40.726367,-73.906557,ChIJTRtbnexewokRlzBwnXYT_Bc,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,8,40.726349,-73.906565,ChIJTRtbnexewokRlzBwnXYT_Bc,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,9,40.726083,-73.906594,ChIJTRtbnexewokRlzBwnXYT_Bc,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,10,40.725926,-73.906616,ChIJHVz5YetewokRRlFqZsI6SK4,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,11,40.72596,-73.907089,ChIJBVkYYetewokRaguulLC6EWs,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,12,40.725991,-73.907591,ChIJ19d9aOtewokRbNvQuE1W8Ts,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,13,40.726009,-73.907856,ChIJc6D4autewokRFNFprSvCZho,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,14,40.726029,-73.908158,ChIJc6D4autewokRPUOPIJMoVwo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,15,40.726064,-73.908666,ChIJX9-hFetewokRbs_4h-yDcDo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,16,40.726068,-73.908765,ChIJX9-hFetewokRbs_4h-yDcDo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,17,40.726068,-73.908912,ChIJX9-hFetewokRbs_4h-yDcDo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,18,40.725976,-73.908891,ChIJwTKZJOtewokRZvtE2SaT0GA,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,19,40.725742,-73.908866,ChIJwTKZJOtewokRZvtE2SaT0GA,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,20,40.725393,-73.908833,ChIJwTKZJOtewokRZvtE2SaT0GA,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,21,40.725114,-73.90881,ChIJv7v3LetewokRgUcnaPaNJIo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000003,22,40.724742,-73.908773,ChIJv7v3LetewokRgUcnaPaNJIo,google_snap_interpolate,40.726095,-73.906971,1274472239,1
1757737014_000004,0,40.81461,-74.02367,ChIJf_pvTPH3wokRjrHHOgBGFFc,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,1,40.814066,-74.024082,ChIJf_pvTPH3wokRjrHHOgBGFFc,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,2,40.814038,-74.024102,ChIJf_pvTPH3wokRjrHHOgBGFFc,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,3,40.813988,-74.024133,ChIJh-BOzPb3wokRqA2qHW8_gOE,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,4,40.813194,-74.024612,ChIJh-BOzPb3wokRqA2qHW8_gOE,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,5,40.812877,-74.023818,ChIJ51IhKvH3wokRUCNxaP7sXdg,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,6,40.812784,-74.023809,ChIJ51IhKvH3wokRUCNxaP7sXdg,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,7,40.812759,-74.023752,ChIJwZ6J3vD3wokRsWI13u-LxwI,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,8,40.812396,-74.023042,ChIJwZ6J3vD3wokRsWI13u-LxwI,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,9,40.812274,-74.022679,ChIJwZ6J3vD3wokRsWI13u-LxwI,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,10,40.81241,-74.022594,ChIJi6me4PD3wokRZCcAdg9SQ_s,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,11,40.812463,-74.022685,ChIJJXPNH_H3wokR5Ek5sCUo328,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,12,40.812765,-74.022501,ChIJJXPNH_H3wokRPWN2Cioixl4,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000004,13,40.812721,-74.022359,ChIJJXPNH_H3wokRPWN2Cioixl4,google_snap_interpolate,40.814709,-74.023795,1311157423,2
1757737014_000005,0,40.866081,-73.828994,ChIJv5HxHrqMwokRLuz9HSuwa4o,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,1,40.866188,-73.828895,ChIJv5HxHrqMwokRLuz9HSuwa4o,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,2,40.866209,-73.828873,ChIJv5HxHrqMwokRLuz9HSuwa4o,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,3,40.866333,-73.828714,ChIJtUfbH7qMwokRZCTSdQCdnXM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,4,40.86645,-73.828595,ChIJiyfMirmMwokRWNbgzTjaF4M,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,5,40.866584,-73.828462,ChIJ-69xi7mMwokRrmsGcxQh2dg,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,6,40.866662,-73.828388,ChIJB65ojLmMwokRrrInOfNUfjg,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,7,40.866671,-73.828338,ChIJ646ykbmMwokR3vPe6v1S9LE,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,8,40.866689,-73.828314,ChIJ646ykbmMwokR3vPe6v1S9LE,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,9,40.866754,-73.828247,ChIJ646ykbmMwokR3vPe6v1S9LE,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,10,40.866794,-73.828201,ChIJ646ykbmMwokR3vPe6v1S9LE,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,11,40.866824,-73.828159,ChIJ646ykbmMwokR3vPe6v1S9LE,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,12,40.866867,-73.828133,ChIJ646ykbmMwokR3vPe6v1S9LE,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,13,40.866909,-73.828234,ChIJY-H6kLmMwokRJ6Q7_usxj5k,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,14,40.867097,-73.828621,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,15,40.867129,-73.828685,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,16,40.86716,-73.82876,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,17,40.867191,-73.828854,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,18,40.86723,-73.829001,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,19,40.867247,-73.829081,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,20,40.867255,-73.829145,ChIJuYvT7LmMwokRVNm2li-oAHM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,21,40.867265,-73.829251,ChIJsT7P7rmMwokROSpIumeU7fU,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,22,40.867269,-73.82932,ChIJsT7P7rmMwokROSpIumeU7fU,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,23,40.86727,-73.829447,ChIJyZvs5bmMwokRjBoKag-V_WM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,24,40.867262,-73.829517,ChIJyZvs5bmMwokRjBoKag-V_WM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,25,40.867245,-73.829631,ChIJyZvs5bmMwokRjBoKag-V_WM,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,26,40.867223,-73.829733,ChIJcWxi5LmMwokRJFFDpjn7SG8,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,30,40.867008,-73.83053,ChIJJ-0bV7eMwokRsDbL5O0UbnU,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,31,40.867011,-73.830695,ChIJwXFUULeMwokRLVE3879T-5A,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,32,40.867019,-73.830752,ChIJwXFUULeMwokRLVE3879T-5A,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,33,40.867023,-73.830772,ChIJwXFUULeMwokRLVE3879T-5A,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,34,40.867035,-73.830805,ChIJwXFUULeMwokRLVE3879T-5A,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,35,40.867053,-73.830836,ChIJwXFUULeMwokRLVE3879T-5A,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,36,40.867116,-73.830915,ChIJwXFUULeMwokRLVE3879T-5A,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000005,37,40.867407,-73.831041,ChIJxRNnRbeMwokRIN7JSJCpkSU,google_snap_interpolate,40.866261,-73.829342,1184996523,1
1757737014_000006,0,40.682244,-73.970619,ChIJTRTweqVbwokRfh6-q8Le4cs,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,1,40.682266,-73.970612,ChIJTRTweqVbwokRfh6-q8Le4cs,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,2,40.682337,-73.970586,ChIJTRTweqVbwokRUci6ALk_8kM,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,3,40.682096,-73.969395,ChIJC7ZrbqVbwokR8QB-8wRLdqU,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,4,40.681996,-73.968917,ChIJKbXPD6VbwokR-xMm-gfNVRA,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,5,40.681951,-73.968713,ChIJKbXPD6VbwokR-xMm-gfNVRA,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,6,40.68192,-73.968575,ChIJC-Pv_KRbwokRCNBj2Popexs,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,7,40.681863,-73.968298,ChIJC-Pv_KRbwokRCNBj2Popexs,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,8,40.681742,-73.967725,ChIJC-Pv_KRbwokRsxPDvmNdDTU,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,9,40.681716,-73.967613,ChIJC-Pv_KRbwokRsxPDvmNdDTU,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,10,40.681673,-73.967455,ChIJC-Pv_KRbwokRsxPDvmNdDTU,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,11,40.681632,-73.967461,ChIJ15BE96RbwokR5uo1cO3mEHY,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,12,40.681589,-73.967473,ChIJ15BE96RbwokR5uo1cO3mEHY,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,13,40.68155,-73.967489,ChIJ15BE96RbwokR5uo1cO3mEHY,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,14,40.681536,-73.967498,ChIJ15BE96RbwokR5uo1cO3mEHY,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,15,40.681482,-73.967517,ChIJ15BE96RbwokR5uo1cO3mEHY,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,16,40.681374,-73.967558,ChIJ15BE96RbwokR5uo1cO3mEHY,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,17,40.681236,-73.967608,ChIJp7_tV6RbwokR3e9M5gqmNrc,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,18,40.681114,-73.967649,ChIJp7_tV6RbwokRpPhTDAsX3Ak,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,19,40.681054,-73.967665,ChIJp7_tV6RbwokRpPhTDAsX3Ak,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,20,40.681004,-73.967676,ChIJp7_tV6RbwokRpPhTDAsX3Ak,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,21,40.68097,-73.96768,ChIJp7_tV6RbwokRpPhTDAsX3Ak,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000006,22,40.681128,-73.968449,ChIJ8_loVKRbwokRJmkFgv12vLI,google_snap_interpolate,40.682221,-73.970511,744033889,1
1757737014_000007,0,40.736792,-73.889573,ChIJ3QW0Uv9ewokRwhGCjXqXE_0,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,1,40.736436,-73.889387,ChIJ3QW0Uv9ewokRwhGCjXqXE_0,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,2,40.736458,-73.889255,ChIJDWtEqfhewokRaRJqnbvvd5M,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,3,40.736486,-73.889123,ChIJDWtEqfhewokRaRJqnbvvd5M,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,4,40.73658,-73.888616,ChIJOy2SB1ZewokR7Ljbn9RPqJQ,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,7,40.73695,-73.886569,ChIJxe7u21VewokRj1Qe0svGoj0,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,8,40.737082,-73.886549,ChIJN6XcyVVewokRNxIxwci0Oao,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,9,40.737485,-73.886507,ChIJN6XcyVVewokRNxIxwci0Oao,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000007,10,40.738027,-73.886445,ChIJN6XcyVVewokRJo-0IpdeUFE,google_snap_interpolate,40.736768,-73.88965,1514563826,1
1757737014_000008,0,40.677193,-73.897378,ChIJMS5_4U5cwokR_B_H85C35X4,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,1,40.677216,-73.897225,ChIJMS5_4U5cwokR_B_H85C35X4,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,2,40.677319,-73.897258,ChIJ9Tdl505cwokRitc30kpBGCU,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,3,40.677475,-73.897302,ChIJ9Tdl505cwokRitc30kpBGCU,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,4,40.67753,-73.897317,ChIJ9Tdl505cwokRatCGijIJ4yw,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,5,40.67762,-73.897341,ChIJKwA83E5cwokRB3DvUhok7Yo,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,6,40.677725,-73.897367,ChIJKwA83E5cwokRXUnfSHVlecA,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,7,40.677892,-73.89741,ChIJd7jm205cwokRsvRDDwNBkwE,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,8,40.67806,-73.897452,ChIJ57KA2U5cwokRtAdFvkfXByw,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,9,40.678154,-73.897435,ChIJzfa11k5cwokRFCdFXGsLRrk,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,10,40.67825,-73.897453,ChIJzfa11k5cwokRWZNPQthCtGc,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,11,40.678224,-73.89753,ChIJzfa11k5cwokRn87r5oeX2y8,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,12,40.678186,-73.897747,ChIJzfa11k5cwokRaCGr76VEs08,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,13,40.678288,-73.897952,ChIJjwny1k5cwokRltKYrI1EbeA,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,14,40.678345,-73.898065,ChIJzckEKU9cwokRaPz8TQYf77Y,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,15,40.678748,-73.89887,ChIJE2j6LU9cwokRpjS-k9crYEE,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000008,16,40.678803,-73.898983,ChIJSZQ7tUhcwokRiNh8m985qUE,google_snap_interpolate,40.677232,-73.897389,841673611,1
1757737014_000009,0,40.707606,-74.040686,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,1,40.707705,-74.041689,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,2,40.707721,-74.041772,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,3,40.707741,-74.041845,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,4,40.707762,-74.041905,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,5,40.707788,-74.04196,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,6,40.707833,-74.042047,ChIJ6645NqNQwokRmNMh6ToWHCI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,7,40.70767,-74.042194,ChIJ8beDybxQwokRSFLmMq4bbN8,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,8,40.707462,-74.042384,ChIJf2Akz7xQwokRcfsan3kkgRo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,9,40.707493,-74.042436,ChIJx82axbxQwokRnZCvRO82KE8,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,10,40.70759,-74.042588,ChIJx82axbxQwokRnZCvRO82KE8,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,11,40.707869,-74.043064,ChIJhyVQwbxQwokR1LHF5I1AXmI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,12,40.707888,-74.0431,ChIJhyVQwbxQwokR1LHF5I1AXmI,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,13,40.707933,-74.043199,ChIJazwwwLxQwokR0j87ykPK3Io,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,14,40.708049,-74.043104,ChIJ-VUZwLxQwokRtIZuieOZk98,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,15,40.708236,-74.042933,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,16,40.708293,-74.042886,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,17,40.708372,-74.042828,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,18,40.708473,-74.042767,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,19,40.708557,-74.04273,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,20,40.708595,-74.042716,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,21,40.708724,-74.04268,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,22,40.708737,-74.042677,ChIJUx4NvLxQwokRooqimDtuilo,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,23,40.708789,-74.042666,ChIJk6bLpbxQwokRhCmm75zbTA4,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000009,24,40.708919,-74.042628,ChIJk6bLpbxQwokRhCmm75zbTA4,google_snap_interpolate,40.707671,-74.040674,427074053,1
1757737014_000010,0,40.878784,-73.888686,ChIJNaf7XnXzwokR-Be7TpmE6gE,google_snap_interpolate,40.878585,-73.888387,1076480544,1
1757737014_000010,1,40.878751,-73.888725,ChIJNaf7XnXzwokR-Be7TpmE6gE,google_snap_interpolate,40.878585,-73.888387,1076480544,1
1757737014_000010,2,40.87852,-73.888999,ChIJV5QFYHXzwokR3-JIALYAXnM,google_snap_interpolate,40.878585,-73.888387,1076480544,1
1757737014_000010,3,40.878469,-73.889054,ChIJV5QFYHXzwokR3-JIALYAXnM,google_snap_interpolate,40.878585,-73.888387,1076480544,1
1757737014_000010,4,40.878439,-73.889082,ChIJV5QFYHXzwokR3-JIALYAXnM,google_snap_interpolate,40.878585,-73.888387,1076480544,1
1757737014_000010,5,40.878423,-73.889093,ChIJV5QFYHXzwokR3-JIALYAXnM,google_snap_interpolate,40.878585,-73.888387,1076480544,1
